transaction_id,transaction_date,Year,Quarter_Name,Month_Number,Month_Name,Week_Number,Day_Number,Day_Name,Week_Type,Time_of_Transaction,Time_Buckets,Hour,Minute,transaction_qty,Order_Size,store_id,store_location,product_id,unit_price,unit_price_clean,total_amount,Spending_Level,product_category,product_type,product_category,product_detail
115,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:10:21,Dawn,11,10,1,Single,3,Astoria,47,3,3.00,3.00,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Lg
116,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:10:21,Dawn,11,10,1,Single,3,Astoria,79,"3,75",3.75,3.75,Low,Bakery,Scone,Drinks/Food,Jumbo Savory Scone
117,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:10:58,Dawn,11,10,1,Single,3,Astoria,46,"2,5",2.50,2.50,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Rg
118,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:12:29,Dawn,11,12,1,Single,3,Astoria,43,3,3.00,3.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
119,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:16:02,Dawn,11,16,2,Small Order,3,Astoria,45,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Lg
120,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:21:00,Dawn,11,21,2,Small Order,8,Hell's Kitchen,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
121,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:21:04,Dawn,11,21,2,Small Order,5,Lower Manhattan,51,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Lg
122,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:21:14,Dawn,11,21,1,Single,3,Astoria,60,"3,75",3.75,3.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
123,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:23:01,Dawn,11,23,1,Single,8,Hell's Kitchen,31,"2,2",2.20,2.20,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Sm
124,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:23:43,Dawn,11,23,2,Small Order,5,Lower Manhattan,60,"3,75",3.75,7.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
125,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:23:43,Dawn,11,23,1,Single,5,Lower Manhattan,77,3,3.00,3.00,Low,Bakery,Scone,Drinks/Food,Oatmeal Scone
126,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:25:35,Dawn,11,25,2,Small Order,3,Astoria,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
127,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:25:37,Dawn,11,25,2,Small Order,5,Lower Manhattan,40,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino
128,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:28:15,Dawn,11,28,2,Small Order,8,Hell's Kitchen,44,"2,5",2.50,5.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Rg
129,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:28:29,Dawn,11,28,2,Small Order,3,Astoria,33,"3,5",3.50,7.00,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Lg
130,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:29:25,Dawn,11,29,2,Small Order,5,Lower Manhattan,56,"2,55",2.55,5.10,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Rg
131,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:29:57,Dawn,11,29,2,Small Order,8,Hell's Kitchen,35,"3,1",3.10,6.20,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
132,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:29:57,Dawn,11,29,1,Single,8,Hell's Kitchen,78,"4,5",4.50,4.50,Low,Bakery,Scone,Drinks/Food,Scottish Cream Scone 
133,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:30:22,Dawn,11,30,1,Single,8,Hell's Kitchen,23,"2,5",2.50,2.50,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Rg
134,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:31:35,Dawn,11,31,1,Single,8,Hell's Kitchen,24,3,3.00,3.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
135,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:31:43,Dawn,11,31,2,Small Order,5,Lower Manhattan,51,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Lg
136,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:31:43,Dawn,11,31,1,Single,5,Lower Manhattan,72,"3,25",3.25,3.25,Low,Bakery,Scone,Drinks/Food,Ginger Scone
137,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:31:53,Dawn,11,31,2,Small Order,5,Lower Manhattan,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
138,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:31:53,Dawn,11,31,1,Single,5,Lower Manhattan,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
139,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:39:14,Dawn,11,39,1,Single,5,Lower Manhattan,60,"3,75",3.75,3.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
140,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:39:14,Dawn,11,39,1,Single,5,Lower Manhattan,71,"3,75",3.75,3.75,Low,Bakery,Pastry,Drinks/Food,Chocolate Croissant
141,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:40:26,Dawn,11,40,2,Small Order,3,Astoria,52,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Rg
142,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:43:57,Dawn,11,43,2,Small Order,3,Astoria,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
143,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:44:09,Dawn,11,44,1,Single,5,Lower Manhattan,38,"3,75",3.75,3.75,Low,Coffee,Barista Espresso,Drinks/Food,Latte
144,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:47:13,Dawn,11,47,1,Single,3,Astoria,30,3,3.00,3.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
145,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:48:56,Dawn,11,48,2,Small Order,8,Hell's Kitchen,50,"2,5",2.50,5.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Rg
146,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:49:42,Dawn,11,49,1,Single,8,Hell's Kitchen,54,"2,5",2.50,2.50,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
147,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:49:42,Dawn,11,49,1,Single,8,Hell's Kitchen,72,"3,25",3.25,3.25,Low,Bakery,Scone,Drinks/Food,Ginger Scone
148,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:50:16,Dawn,11,50,2,Small Order,3,Astoria,26,3,3.00,6.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Rg
149,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:50:23,Dawn,11,50,2,Small Order,3,Astoria,36,"3,75",3.75,7.50,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Lg
150,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:50:58,Dawn,11,50,2,Small Order,5,Lower Manhattan,45,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Lg
151,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:51:30,Dawn,11,51,2,Small Order,8,Hell's Kitchen,33,"3,5",3.50,7.00,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Lg
152,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:52:31,Dawn,11,52,1,Single,5,Lower Manhattan,57,"3,1",3.10,3.10,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Lg
153,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:57:17,Dawn,11,57,2,Small Order,3,Astoria,37,3,3.00,6.00,Low,Coffee,Barista Espresso,Drinks/Food,Espresso shot
154,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:57:59,Dawn,11,57,1,Single,3,Astoria,50,"2,5",2.50,2.50,Low,Tea,Brewed Black tea,Tea,Earl Grey Rg
155,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:57:59,Dawn,11,57,1,Single,3,Astoria,79,"3,75",3.75,3.75,Low,Bakery,Scone,Drinks/Food,Jumbo Savory Scone
156,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,11:58:15,Dawn,11,58,2,Small Order,3,Astoria,60,"3,75",3.75,7.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
157,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:00:20,Forenoon,12,0,1,Single,5,Lower Manhattan,29,"2,5",2.50,2.50,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Rg
158,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:01:00,Forenoon,12,1,2,Small Order,3,Astoria,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
159,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:01:20,Forenoon,12,1,2,Small Order,3,Astoria,35,"3,1",3.10,6.20,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
160,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:01:20,Forenoon,12,1,1,Single,3,Astoria,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
161,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:03:09,Forenoon,12,3,1,Single,8,Hell's Kitchen,36,"3,75",3.75,3.75,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Lg
162,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:03:38,Forenoon,12,3,1,Single,8,Hell's Kitchen,47,3,3.00,3.00,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Lg
163,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:03:43,Forenoon,12,3,1,Single,3,Astoria,44,"2,5",2.50,2.50,Low,Tea,Brewed herbal tea,Tea,Peppermint Rg
164,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:04:22,Forenoon,12,4,2,Small Order,8,Hell's Kitchen,27,"3,5",3.50,7.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Lg
165,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:05:31,Forenoon,12,5,2,Small Order,3,Astoria,52,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Rg
166,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:06:29,Forenoon,12,6,1,Single,5,Lower Manhattan,46,"2,5",2.50,2.50,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Rg
167,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:07:42,Forenoon,12,7,1,Single,8,Hell's Kitchen,24,3,3.00,3.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
168,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:08:21,Forenoon,12,8,1,Single,5,Lower Manhattan,43,3,3.00,3.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
169,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:08:36,Forenoon,12,8,1,Single,8,Hell's Kitchen,35,"3,1",3.10,3.10,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
170,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:09:11,Forenoon,12,9,2,Small Order,3,Astoria,28,2,2.00,4.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Sm
171,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:09:12,Forenoon,12,9,2,Small Order,8,Hell's Kitchen,50,"2,5",2.50,5.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Rg
172,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:13:07,Forenoon,12,13,2,Small Order,5,Lower Manhattan,38,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte
173,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:14:26,Forenoon,12,14,2,Small Order,8,Hell's Kitchen,35,"3,1",3.10,6.20,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
174,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:17:38,Forenoon,12,17,2,Small Order,8,Hell's Kitchen,50,"2,5",2.50,5.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Rg
175,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:18:07,Forenoon,12,18,2,Small Order,5,Lower Manhattan,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
176,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:18:44,Forenoon,12,18,2,Small Order,3,Astoria,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
177,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:20:16,Forenoon,12,20,2,Small Order,3,Astoria,60,"3,75",3.75,7.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
178,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:23:39,Forenoon,12,23,1,Single,3,Astoria,24,3,3.00,3.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
179,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:27:06,Forenoon,12,27,2,Small Order,5,Lower Manhattan,41,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino Lg
180,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:30:46,Forenoon,12,30,2,Small Order,3,Astoria,44,"2,5",2.50,5.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Rg
181,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:30:49,Forenoon,12,30,1,Single,8,Hell's Kitchen,38,"3,75",3.75,3.75,Low,Coffee,Barista Espresso,Drinks/Food,Latte
182,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:33:20,Forenoon,12,33,2,Small Order,3,Astoria,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
183,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:33:35,Forenoon,12,33,2,Small Order,3,Astoria,29,"2,5",2.50,5.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Rg
184,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:35:53,Forenoon,12,35,2,Small Order,5,Lower Manhattan,31,"2,2",2.20,4.40,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Sm
185,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:36:57,Forenoon,12,36,1,Single,8,Hell's Kitchen,60,"3,75",3.75,3.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
186,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:38:28,Forenoon,12,38,2,Small Order,8,Hell's Kitchen,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
187,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:42:26,Forenoon,12,42,1,Single,3,Astoria,53,3,3.00,3.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Lg
188,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:44:01,Forenoon,12,44,1,Single,8,Hell's Kitchen,60,"3,75",3.75,3.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
189,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:44:31,Forenoon,12,44,1,Single,3,Astoria,53,3,3.00,3.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Lg
190,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:44:32,Forenoon,12,44,1,Single,3,Astoria,52,"2,5",2.50,2.50,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Rg
191,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:45:52,Forenoon,12,45,2,Small Order,3,Astoria,28,2,2.00,4.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Sm
192,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:46:22,Forenoon,12,46,1,Single,3,Astoria,56,"2,55",2.55,2.55,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Rg
193,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:46:26,Forenoon,12,46,1,Single,3,Astoria,23,"2,5",2.50,2.50,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Rg
194,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:46:55,Forenoon,12,46,1,Single,3,Astoria,33,"3,5",3.50,3.50,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Lg
195,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:46:55,Forenoon,12,46,1,Single,3,Astoria,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
196,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:48:08,Forenoon,12,48,2,Small Order,3,Astoria,38,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte
197,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:49:48,Forenoon,12,49,1,Single,8,Hell's Kitchen,30,3,3.00,3.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
198,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:50:15,Forenoon,12,50,1,Single,3,Astoria,59,"4,5",4.50,4.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Dark chocolate Lg
199,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:50:28,Forenoon,12,50,2,Small Order,3,Astoria,32,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Rg
200,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:51:21,Forenoon,12,51,1,Single,8,Hell's Kitchen,53,3,3.00,3.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Lg
201,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:51:57,Forenoon,12,51,1,Single,5,Lower Manhattan,61,"4,75",4.75,4.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Lg
202,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:51:57,Forenoon,12,51,1,Single,5,Lower Manhattan,72,"3,25",3.25,3.25,Low,Bakery,Scone,Drinks/Food,Ginger Scone
203,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:52:18,Forenoon,12,52,1,Single,5,Lower Manhattan,56,"2,55",2.55,2.55,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Rg
204,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:52:18,Forenoon,12,52,1,Single,5,Lower Manhattan,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
205,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:53:11,Forenoon,12,53,2,Small Order,8,Hell's Kitchen,29,"2,5",2.50,5.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Rg
206,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:53:59,Forenoon,12,53,1,Single,8,Hell's Kitchen,37,3,3.00,3.00,Low,Coffee,Barista Espresso,Drinks/Food,Espresso shot
207,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:55:25,Forenoon,12,55,1,Single,3,Astoria,49,3,3.00,3.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
208,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:55:27,Forenoon,12,55,1,Single,5,Lower Manhattan,57,"3,1",3.10,3.10,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Lg
209,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:55:27,Forenoon,12,55,1,Single,5,Lower Manhattan,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
210,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:55:36,Forenoon,12,55,1,Single,8,Hell's Kitchen,45,3,3.00,3.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Lg
211,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:55:53,Forenoon,12,55,2,Small Order,8,Hell's Kitchen,26,3,3.00,6.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Rg
212,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:56:33,Forenoon,12,56,1,Single,3,Astoria,61,"4,75",4.75,4.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Lg
213,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:56:59,Forenoon,12,56,1,Single,3,Astoria,47,3,3.00,3.00,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Lg
214,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:58:54,Forenoon,12,58,2,Small Order,3,Astoria,44,"2,5",2.50,5.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Rg
215,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,12:59:06,Forenoon,12,59,1,Single,8,Hell's Kitchen,36,"3,75",3.75,3.75,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Lg
216,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:00:38,Forenoon,13,0,2,Small Order,5,Lower Manhattan,30,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
217,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:01:33,Forenoon,13,1,2,Small Order,5,Lower Manhattan,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
218,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:02:40,Forenoon,13,2,1,Single,8,Hell's Kitchen,49,3,3.00,3.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
219,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:02:40,Forenoon,13,2,1,Single,8,Hell's Kitchen,78,"4,5",4.50,4.50,Low,Bakery,Scone,Drinks/Food,Scottish Cream Scone 
220,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:02:52,Forenoon,13,2,1,Single,8,Hell's Kitchen,26,3,3.00,3.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Rg
221,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:03:13,Forenoon,13,3,2,Small Order,3,Astoria,43,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
222,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:04:01,Forenoon,13,4,2,Small Order,8,Hell's Kitchen,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
223,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:04:01,Forenoon,13,4,1,Single,8,Hell's Kitchen,72,"3,25",3.25,3.25,Low,Bakery,Scone,Drinks/Food,Ginger Scone
224,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:04:22,Forenoon,13,4,2,Small Order,8,Hell's Kitchen,42,"2,5",2.50,5.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Rg
225,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:04:37,Forenoon,13,4,2,Small Order,8,Hell's Kitchen,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
226,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:04:51,Forenoon,13,4,1,Single,3,Astoria,22,2,2.00,2.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Sm
227,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:05:56,Forenoon,13,5,1,Single,3,Astoria,58,"3,5",3.50,3.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Dark chocolate Rg
228,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:07:37,Forenoon,13,7,2,Small Order,5,Lower Manhattan,24,3,3.00,6.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
229,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:09:03,Forenoon,13,9,1,Single,3,Astoria,35,"3,1",3.10,3.10,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
230,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:12:03,Forenoon,13,12,2,Small Order,5,Lower Manhattan,30,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
